多行文本,意图,中文意图,信息分类,是否用于实体抽取
你们会做什么,ask_you_can_do_what,询问你能做什么,开放性对话,
你能帮我什么,ask_you_can_do_what,询问你能做什么,开放性对话,
你能帮我做点儿什么,ask_you_can_do_what,询问你能做什么,开放性对话,
你能帮我做些什么,ask_you_can_do_what,询问你能做什么,开放性对话,
你能帮我做些什么呢,ask_you_can_do_what,询问你能做什么,开放性对话,
你能帮助我做什么,ask_you_can_do_what,询问你能做什么,开放性对话,
你能干啥？,ask_you_can_do_what,询问你能做什么,开放性对话,
你能够为人类做什么,ask_you_can_do_what,询问你能做什么,开放性对话,
你能够为我们做什么,ask_you_can_do_what,询问你能做什么,开放性对话,
你能去做什么,ask_you_can_do_what,询问你能做什么,开放性对话,
你能提供给人类什么,ask_you_can_do_what,询问你能做什么,开放性对话,
你能提供什么帮助,ask_you_can_do_what,询问你能做什么,开放性对话,
你能为你自己做什么,ask_you_can_do_what,询问你能做什么,开放性对话,
你能为人类提供什么,ask_you_can_do_what,询问你能做什么,开放性对话,
你能为他们做些什么,ask_you_can_do_what,询问你能做什么,开放性对话,
你能为她做点什么,ask_you_can_do_what,询问你能做什么,开放性对话,
你能为我们做什么,ask_you_can_do_what,询问你能做什么,开放性对话,
你能为我做点什么,ask_you_can_do_what,询问你能做什么,开放性对话,
你能为我做什么,ask_you_can_do_what,询问你能做什么,开放性对话,
你能为我做些什么,ask_you_can_do_what,询问你能做什么,开放性对话,
你能为我做些什么呢,ask_you_can_do_what,询问你能做什么,开放性对话,
你能在未来做些什么,ask_you_can_do_what,询问你能做什么,开放性对话,
你能在这里干什么,ask_you_can_do_what,询问你能做什么,开放性对话,
你能在这里做什么,ask_you_can_do_what,询问你能做什么,开放性对话,
你能做什么,ask_you_can_do_what,询问你能做什么,开放性对话,
你能做什么呢,ask_you_can_do_what,询问你能做什么,开放性对话,
你能做些什么,ask_you_can_do_what,询问你能做什么,开放性对话,
你认为你能做些什么,ask_you_can_do_what,询问你能做什么,开放性对话,
你认为自己能做什么,ask_you_can_do_what,询问你能做什么,开放性对话,
你为我能做些什么,ask_you_can_do_what,询问你能做什么,开放性对话,
你有能力做什么,ask_you_can_do_what,询问你能做什么,开放性对话,
你有什么能力,ask_you_can_do_what,询问你能做什么,开放性对话,
你在这里可以做什么,ask_you_can_do_what,询问你能做什么,开放性对话,
我能让你做什么,ask_you_can_do_what,询问你能做什么,开放性对话,
在那里你可以做什么,ask_you_can_do_what,询问你能做什么,开放性对话,
那你会去什么地方,ask_where,询问地方,开放性对话,
那是在什么地方,ask_where,询问地方,开放性对话,
那这里是什么地方,ask_where,询问地方,开放性对话,
你父母在哪里,ask_where,询问地方,开放性对话,
你还记得你在哪里吗,ask_where,询问地方,开放性对话,
你来自什么星球,ask_where,询问地方,开放性对话,
你平常会在哪？,ask_where,询问地方,开放性对话,
你是来自哪个星球的呀,ask_where,询问地方,开放性对话,
你一般会在哪里？,ask_where,询问地方,开放性对话,
你在哪里？,ask_where,询问地方,开放性对话,
你在什么地方,ask_where,询问地方,开放性对话,
你在什么地方工作,ask_where,询问地方,开放性对话,
你在什么地方生活,ask_where,询问地方,开放性对话,
你知道你来自哪里吗,ask_where,询问地方,开放性对话,
你知道你要去哪里吗,ask_where,询问地方,开放性对话,
你知道你在哪儿吗,ask_where,询问地方,开放性对话,
你知道你在哪里吗,ask_where,询问地方,开放性对话,
你知道她的目的地吗,ask_where,询问地方,开放性对话,
你知道她在哪儿吗,ask_where,询问地方,开放性对话,
你知道它在哪里吗,ask_where,询问地方,开放性对话,
你知道这是哪儿吗,ask_where,询问地方,开放性对话,
去余杭的路在哪,ask_where,询问地方,开放性对话,
是吗是在哪里,ask_where,询问地方,开放性对话,
我会在什么地方,ask_where,询问地方,开放性对话,
我们活在什么地方,ask_where,询问地方,开放性对话,
夏令营在什么地方,ask_where,询问地方,开放性对话,
云之遥是哪里？,ask_where,询问地方,开放性对话,
在什么地方,ask_where,询问地方,开放性对话,
在什么地方上课,ask_where,询问地方,开放性对话,
这里是什么地方,ask_where,询问地方,开放性对话,
这是什么地,ask_where,询问地方,开放性对话,
这是什么地方,ask_where,询问地方,开放性对话,
这是在什么地方,ask_where,询问地方,开放性对话,
吃了么？,ask_whether_eat,询问是否吃饭了,开放性对话,
你吃过了吗,ask_whether_eat,询问是否吃饭了,开放性对话,
早饭吃过了吗,ask_whether_eat,询问是否吃饭了,开放性对话,
你吃了它吗,ask_whether_eat,询问是否吃饭了,开放性对话,
你吃吗,ask_whether_eat,询问是否吃饭了,开放性对话,
你会选择吃虫子吗,ask_whether_eat,询问是否吃饭了,开放性对话,
吃饭了吗你,ask_whether_eat,询问是否吃饭了,开放性对话,
你有没有吃饭呢,ask_whether_eat,询问是否吃饭了,开放性对话,
晚上吃饭了吗,ask_whether_eat,询问是否吃饭了,开放性对话,
吃过饭了吗,ask_whether_eat,询问是否吃饭了,开放性对话,
那你知道我是谁吗,ask_who,询问谁,开放性对话,
你到底是什么人,ask_who,询问谁,开放性对话,
你的创始人是谁,ask_who,询问谁,开放性对话,
"你好,你是谁?",ask_who,询问谁,开放性对话,
你妈妈是谁,ask_who,询问谁,开放性对话,
你是誰,ask_who,询问谁,开放性对话,
你喜欢和什么人交往,ask_who,询问谁,开放性对话,
你知道是谁说的吗,ask_who,询问谁,开放性对话,
你最恨什么人,ask_who,询问谁,开放性对话,
哦你知道我是谁吗,ask_who,询问谁,开放性对话,
谁控制了什么,ask_who,询问谁,开放性对话,
谁在玩耍,ask_who,询问谁,开放性对话,
谁制订了什么,ask_who,询问谁,开放性对话,
他是什么人,ask_who,询问谁,开放性对话,
阿桂最讨厌什么人呢,ask_dislike_who,询问不喜欢谁,相关信息,
你有讨厌的人吗,ask_dislike_who,询问不喜欢谁,相关信息,
讨厌什么人,ask_dislike_who,询问不喜欢谁,相关信息,
最讨厌什么人,ask_dislike_who,询问不喜欢谁,相关信息,
你不喜欢谁,ask_dislike_who,询问不喜欢谁,相关信息,
谁是你最不喜欢的人,ask_dislike_who,询问不喜欢谁,相关信息,
是谁让你不喜欢,ask_dislike_who,询问不喜欢谁,相关信息,
说一说你不喜欢的人,ask_dislike_who,询问不喜欢谁,相关信息,
你不喜欢什么类型的,ask_dislike_who,询问不喜欢谁,相关信息,
有什么人是你不喜欢的吗,ask_dislike_who,询问不喜欢谁,相关信息,
和谁比较合得来,ask_like_who,询问喜欢谁,相关信息,
和谁比较来电,ask_like_who,询问喜欢谁,相关信息,
你喜欢谁,ask_like_who,询问喜欢谁,相关信息,
你有偏爱的人物吗,ask_like_who,询问喜欢谁,相关信息,
你中意谁？,ask_like_who,询问喜欢谁,相关信息,
你最喜欢什么人,ask_like_who,询问喜欢谁,相关信息,
喜欢什么样的人呢,ask_like_who,询问喜欢谁,相关信息,
什么类型是你喜欢的,ask_like_who,询问喜欢谁,相关信息,
你喜欢的类型是什么样的,ask_like_who,询问喜欢谁,相关信息,
说说你喜欢的类型,ask_like_who,询问喜欢谁,相关信息,
你平时都和谁一起玩,ask_who_play,询问和谁在一起玩,开放性对话,
你喜欢和谁一起玩吗,ask_who_play,询问和谁在一起玩,开放性对话,
你在和谁玩,ask_who_play,询问和谁在一起玩,开放性对话,
谁喜欢和你一起玩,ask_who_play,询问和谁在一起玩,开放性对话,
你会和谁一起玩,ask_who_play,询问和谁在一起玩,开放性对话,
你都和谁玩啊,ask_who_play,询问和谁在一起玩,开放性对话,
谁和你玩的比较好,ask_who_play,询问和谁在一起玩,开放性对话,
你在和谁一起玩,ask_who_play,询问和谁在一起玩,开放性对话,
你和谁在一起呢,ask_who_play,询问和谁在一起玩,开放性对话,
你经常一起玩的朋友是谁,ask_who_play,询问和谁在一起玩,开放性对话,
为什么她在这里,ask_why,询问为什么,开放性对话,
你为什么哭了,ask_why,询问为什么,开放性对话,
我为什么看不到你,ask_why,询问为什么,开放性对话,
我妈妈为什么要骂我,ask_why,询问为什么,开放性对话,
为什么要化妆,ask_why,询问为什么,开放性对话,
日本为什么要核污染排海,ask_why,询问为什么,开放性对话,
不能为什么,ask_why,询问为什么,开放性对话,
创造是为了什么,ask_why,询问为什么,开放性对话,
但你为什么不相信,ask_why,询问为什么,开放性对话,
但是为什么,ask_why,询问为什么,开放性对话,
但是为什么呢,ask_why,询问为什么,开放性对话,
但是为什么我们和他,ask_why,询问为什么,开放性对话,
但是为什么我是人类,ask_why,询问为什么,开放性对话,
对，为什么你不喜欢喝碳酸饮料,ask_why,询问为什么,开放性对话,
伏羲为什么又叫,ask_why,询问为什么,开放性对话,
嘿你干吗老看我,ask_why,询问为什么,开放性对话,
可是他们为什么需要,ask_why,询问为什么,开放性对话,
可是为什么,ask_why,询问为什么,开放性对话,
可是为什么呢,ask_why,询问为什么,开放性对话,
可是为什么是你呢,ask_why,询问为什么,开放性对话,
可是这又是为什么呢,ask_why,询问为什么,开放性对话,
可我为什么是计算机,ask_why,询问为什么,开放性对话,
那么你为什么害怕,ask_why,询问为什么,开放性对话,
那么你为什么要担心,ask_why,询问为什么,开放性对话,
那么你为什么要走,ask_why,询问为什么,开放性对话,
那么你为什么要做呢,ask_why,询问为什么,开放性对话,
那么你为什么这样做,ask_why,询问为什么,开放性对话,
那么他为什么要杀你,ask_why,询问为什么,开放性对话,
那么为什么,ask_why,询问为什么,开放性对话,
那么为什么不改变呢,ask_why,询问为什么,开放性对话,
那么为什么不可以,ask_why,询问为什么,开放性对话,
那么为什么不利用,ask_why,询问为什么,开放性对话,
那么为什么呢,ask_why,询问为什么,开放性对话,
那么为什么是我,ask_why,询问为什么,开放性对话,
那么我为什么存在,ask_why,询问为什么,开放性对话,
那你们为什么要做呢,ask_why,询问为什么,开放性对话,
那你为什么,ask_why,询问为什么,开放性对话,
那你为什么爱他们,ask_why,询问为什么,开放性对话,
那你为什么不懂,ask_why,询问为什么,开放性对话,
那你为什么不反抗,ask_why,询问为什么,开放性对话,
那你为什么不告诉我,ask_why,询问为什么,开放性对话,
那你为什么不高兴,ask_why,询问为什么,开放性对话,
那你为什么不跟我说,ask_why,询问为什么,开放性对话,
那你为什么不孤单,ask_why,询问为什么,开放性对话,
那你为什么不孤独,ask_why,询问为什么,开放性对话,
